	H1_1	H1_2	H1_3	H1_4	H1_5	H1_6	H2_1	H2_2	H2_3	H2_4	H2_5	H2_6	H3_1	H3_2	H3_3	H3_4	H3_5	H3_6	BS1	BS2	BS3
d__Bacteria;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobiaceae;s__uncultured_Gemmatimonadetes	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
d__Bacteria;p__Gemmatimonadetes;c__S0134_terrestrial_group;o__S0134_terrestrial_group;f__S0134_terrestrial_group;g__S0134_terrestrial_group;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria;p__Gemmatimonadetes;c__S0134_terrestrial_group;o__S0134_terrestrial_group;f__S0134_terrestrial_group;g__S0134_terrestrial_group;s__unclassified_S0134_terrestrial_group	4	0	5	5	0	0	0	9	0	3	0	6	0	0	7	4	0	0	7	4	8
d__Bacteria;p__Gemmatimonadetes;c__S0134_terrestrial_group;o__S0134_terrestrial_group;f__S0134_terrestrial_group;g__S0134_terrestrial_group;s__uncultured_bacterium	15	26	28	22	22	17	10	13	22	30	32	26	11	15	30	6	23	11	24	12	23
d__Bacteria;p__Gemmatimonadetes;c__S0134_terrestrial_group;o__S0134_terrestrial_group;f__S0134_terrestrial_group;g__S0134_terrestrial_group;s__uncultured_Gemmatimonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3
d__Bacteria;p__Gemmatimonadetes;c__S0134_terrestrial_group;o__S0134_terrestrial_group;f__S0134_terrestrial_group;g__S0134_terrestrial_group;s__uncultured_Gemmatimonadetes	2	0	0	0	0	3	0	0	0	3	9	9	4	0	0	0	6	0	3	0	0
d__Bacteria;p__Gemmatimonadetes;c__S0134_terrestrial_group;o__S0134_terrestrial_group;f__S0134_terrestrial_group;g__S0134_terrestrial_group;s__uncultured_soil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
d__Bacteria;p__Gemmatimonadetes;c__unclassified_Gemmatimonadetes;o__unclassified_Gemmatimonadetes;f__unclassified_Gemmatimonadetes;g__unclassified_Gemmatimonadetes;s__unclassified_Gemmatimonadetes	0	0	0	0	0	0	3	0	0	4	0	0	0	4	0	0	0	2	0	9	0
d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia;o__Hydrogenedentiales;f__Hydrogenedensaceae;g__Hydrogenedensaceae;s__uncultured_bacterium	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__WCHB1-41;f__WCHB1-41;g__WCHB1-41;s__unclassified_WCHB1-41	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__WCHB1-41;f__WCHB1-41;g__WCHB1-41;s__uncultured_verrucomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Latescibacteraceae;s__metagenome	0	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Latescibacteraceae;s__unclassified_Latescibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Latescibacteraceae;s__uncultured_bacterium	0	0	0	4	0	0	0	0	9	0	0	2	0	3	0	0	0	0	0	4	0
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacteria;f__Latescibacteria;g__Latescibacteria;s__metagenome	33	16	22	19	12	18	15	16	11	29	19	26	23	13	14	11	12	15	9	25	11
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacteria;f__Latescibacteria;g__Latescibacteria;s__unclassified_Latescibacteria	24	21	9	33	28	7	9	29	13	36	36	28	5	0	33	42	7	25	24	2	3
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacteria;f__Latescibacteria;g__Latescibacteria;s__uncultured_Acidobacterium	35	26	23	59	49	20	34	30	46	36	12	16	42	11	16	14	38	24	0	26	15
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacteria;f__Latescibacteria;g__Latescibacteria;s__uncultured_bacterium	15	5	42	15	3	0	3	3	5	7	6	10	14	4	0	0	8	6	3	20	0
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacteria;f__Latescibacteria;g__Latescibacteria;s__uncultured_Desulfuromonadales	0	0	0	0	0	6	2	0	9	7	0	5	0	0	7	0	0	0	0	0	0
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacteria;f__Latescibacteria;g__Latescibacteria;s__uncultured_Fibrobacteres	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacteria;f__Latescibacteria;g__Latescibacteria;s__uncultured_Latescibacteria	29	31	42	44	7	4	13	20	28	15	11	21	14	0	21	18	42	24	11	10	8
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacteria;f__Latescibacteria;g__Latescibacteria;s__uncultured_Pelobacter	0	0	0	0	4	3	0	0	0	0	3	0	3	0	5	0	0	0	0	0	0
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacteria;f__Latescibacteria;g__Latescibacteria;s__uncultured_prokaryote	0	0	4	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacteria;f__Latescibacteria;g__Latescibacteria;s__uncultured_proteobacterium	0	0	0	5	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
d__Bacteria;p__Latescibacteria;c__Latescibacteria;o__Latescibacteria;f__Latescibacteria;g__Latescibacteria;s__uncultured_soil	0	8	22	5	5	16	5	1	12	2	0	15	5	0	0	0	25	0	16	30	33
d__Bacteria;p__Margulisbacteria;c__Margulisbacteria;o__Margulisbacteria;f__Margulisbacteria;g__Margulisbacteria;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__Nitrospirae_bacterium	3	0	9	18	5	0	2	6	8	0	0	6	0	0	10	0	21	7	0	0	0
d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__unclassified_Nitrospira	15	8	44	50	16	10	9	15	28	21	6	5	8	24	5	1	22	38	6	26	12
d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__uncultured_Green	11	16	26	44	0	7	14	21	0	13	19	19	24	0	0	23	40	23	19	0	0
d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__uncultured_Nitrospiraceae	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__uncultured_Nitrospirales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__uncultured_organism	8	4	0	0	0	0	0	0	11	0	17	0	0	12	10	0	0	0	0	0	0
d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__uncultured_soil	23	16	16	21	22	10	18	29	22	17	32	19	22	12	26	15	21	23	22	24	26
d__Bacteria;p__Omnitrophicaeota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophaceae;g__Candidatus_Omnitrophus;s__uncultured_bacterium	4	0	7	0	3	0	0	0	0	3	5	2	0	0	0	0	0	3	0	3	0
d__Bacteria;p__Omnitrophicaeota;c__Omnitrophicaeota;o__Omnitrophicaeota;f__Omnitrophicaeota;g__Omnitrophicaeota;s__unclassified_Omnitrophicaeota	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria;p__Omnitrophicaeota;c__Omnitrophicaeota;o__Omnitrophicaeota;f__Omnitrophicaeota;g__Omnitrophicaeota;s__uncultured_bacterium	0	0	0	0	9	0	3	2	2	0	10	0	0	2	0	0	0	0	7	0	0
d__Bacteria;p__Omnitrophicaeota;c__Omnitrophicaeota;o__Omnitrophicaeota;f__Omnitrophicaeota;g__Omnitrophicaeota;s__uncultured_beta	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	4	0	0	0	0	0
d__Bacteria;p__Omnitrophicaeota;c__Omnitrophicaeota;o__Omnitrophicaeota;f__Omnitrophicaeota;g__Omnitrophicaeota;s__uncultured_Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Buchananbacteria;f__Candidatus_Buchananbacteria;g__Candidatus_Buchananbacteria;s__Candidatus_Buchananbacteria	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Buchananbacteria;f__Candidatus_Buchananbacteria;g__Candidatus_Buchananbacteria;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Falkowbacteria;f__Candidatus_Falkowbacteria;g__Candidatus_Falkowbacteria;s__unclassified_Candidatus_Falkowbacteria	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Falkowbacteria;f__Candidatus_Falkowbacteria;g__Candidatus_Falkowbacteria;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Kerfeldbacteria;f__Candidatus_Kerfeldbacteria;g__Candidatus_Kerfeldbacteria;s__unclassified_Candidatus_Kerfeldbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Kerfeldbacteria;f__Candidatus_Kerfeldbacteria;g__Candidatus_Kerfeldbacteria;s__uncultured_bacterium	0	0	5	0	0	0	0	2	0	7	9	2	0	17	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Komeilibacteria;f__Candidatus_Komeilibacteria;g__Candidatus_Komeilibacteria;s__Candidatus_Komeilibacteria	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Komeilibacteria;f__Candidatus_Komeilibacteria;g__Candidatus_Komeilibacteria;s__uncultured_bacterium	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Kuenenbacteria;f__Candidatus_Kuenenbacteria;g__Candidatus_Kuenenbacteria;s__uncultured_bacterium	0	3	0	3	0	0	0	3	0	0	0	1	0	0	3	0	0	0	1	0	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Magasanikbacteria;f__Candidatus_Magasanikbacteria;g__Candidatus_Magasanikbacteria;s__uncultured_bacterium	0	0	6	0	0	0	4	4	0	3	8	0	0	0	0	0	5	0	4	2	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__unclassified_ABY1;f__unclassified_ABY1;g__unclassified_ABY1;s__unclassified_ABY1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Berkelbacteria;o__Berkelbacteria;f__Berkelbacteria;g__Berkelbacteria;s__unclassified_Berkelbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Berkelbacteria;o__Berkelbacteria;f__Berkelbacteria;g__Berkelbacteria;s__uncultured_bacterium	0	0	1	0	0	0	3	2	4	0	0	0	0	1	0	0	0	0	0	0	2
d__Bacteria;p__Patescibacteria;c__Berkelbacteria;o__Berkelbacteria;f__Berkelbacteria;g__Berkelbacteria;s__uncultured_soil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacteriales_(SR1);f__Absconditabacteriales_(SR1);g__Absconditabacteriales_(SR1);s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Abawacabacteria;f__Candidatus_Abawacabacteria;g__Candidatus_Abawacabacteria;s__uncultured_bacterium	0	0	1	0	0	2	0	1	0	3	8	0	3	1	11	0	0	0	0	0	4
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peregrinibacteria;f__Candidatus_Peregrinibacteria;g__Candidatus_Peregrinibacteria;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peregrinibacteria;f__Candidatus_Peregrinibacteria;g__Candidatus_Peregrinibacteria;s__uncultured_bacterium	0	0	0	0	2	0	0	1	0	0	5	3	2	0	0	0	0	0	5	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peregrinibacteria;f__Candidatus_Peregrinibacteria;g__Candidatus_Peregrinibacteria;s__uncultured_proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peribacteria;f__Candidatus_Peribacteria;g__Candidatus_Peribacteria;s__Candidatus_Peribacteria	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peribacteria;f__Candidatus_Peribacteria;g__Candidatus_Peribacteria;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peribacteria;f__Candidatus_Peribacteria;g__Candidatus_Peribacteria;s__unclassified_Candidatus_Peribacteria	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peribacteria;f__Candidatus_Peribacteria;g__Candidatus_Peribacteria;s__uncultured_bacterium	0	0	0	0	0	3	3	0	0	0	1	4	0	3	8	0	0	2	4	0	5
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peribacteria;f__Candidatus_Peribacteria;g__Candidatus_Peribacteria;s__uncultured_Microgenomates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria;s__uncultured_bacterium	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria;s__uncultured_marine	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Kazania;o__Kazania;f__Kazania;g__Kazania;s__uncultured_bacterium	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Amesbacteria;f__Candidatus_Amesbacteria;g__Candidatus_Amesbacteria;s__Candidatus_Amesbacteria	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Chisholmbacteria;f__Candidatus_Chisholmbacteria;g__Candidatus_Chisholmbacteria;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Collierbacteria;f__Candidatus_Collierbacteria;g__Candidatus_Collierbacteria;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Curtissbacteria;f__Candidatus_Curtissbacteria;g__Candidatus_Curtissbacteria;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Levybacteria;f__Candidatus_Levybacteria;g__Candidatus_Levybacteria;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Pacebacteria;f__Candidatus_Pacebacteria;g__Candidatus_Pacebacteria;s__Candidatus_Pacebacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Pacebacteria;f__Candidatus_Pacebacteria;g__Candidatus_Pacebacteria;s__unclassified_Candidatus_Pacebacteria	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Pacebacteria;f__Candidatus_Pacebacteria;g__Candidatus_Pacebacteria;s__uncultured_bacterium	2	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	3
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Pacebacteria;f__Candidatus_Pacebacteria;g__Candidatus_Pacebacteria;s__uncultured_Chloroflexi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Pacebacteria;f__Candidatus_Pacebacteria;g__Candidatus_Pacebacteria;s__uncultured_soil	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woesebacteria;f__Candidatus_Woesebacteria;g__Candidatus_Woesebacteria;s__Candidatus_Woesebacteria	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woesebacteria;f__Candidatus_Woesebacteria;g__Candidatus_Woesebacteria;s__groundwater_metagenome	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woesebacteria;f__Candidatus_Woesebacteria;g__Candidatus_Woesebacteria;s__uncultured_bacterium	3	0	2	0	3	0	3	5	0	0	6	0	0	2	0	2	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woykebacteria;f__Candidatus_Woykebacteria;g__Candidatus_Woykebacteria;s__uncultured_bacterium	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Adlerbacteria;f__Candidatus_Adlerbacteria;g__Candidatus_Adlerbacteria;s__uncultured_bacterium	0	4	0	0	0	0	0	0	0	5	12	0	0	1	0	0	0	3	1	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Azambacteria;f__Candidatus_Azambacteria;g__Candidatus_Azambacteria;s__Candidatus_Zambryskibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Campbellbacteria;f__Candidatus_Campbellbacteria;g__Candidatus_Campbellbacteria;s__uncultured_bacterium	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Colwellbacteria;f__Candidatus_Colwellbacteria;g__Candidatus_Colwellbacteria;s__Candidatus_Colwellbacteria	0	0	3	6	0	0	0	2	3	0	0	0	0	0	0	6	17	0	0	4	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Colwellbacteria;f__Candidatus_Colwellbacteria;g__Candidatus_Colwellbacteria;s__Candidatus_Harrisonbacteria	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Colwellbacteria;f__Candidatus_Colwellbacteria;g__Candidatus_Colwellbacteria;s__unclassified_Candidatus_Colwellbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Doudnabacteria;f__Candidatus_Doudnabacteria;g__Candidatus_Doudnabacteria;s__unclassified_Candidatus_Doudnabacteria	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Jorgensenbacteria;f__Candidatus_Jorgensenbacteria;g__Candidatus_Jorgensenbacteria;s__Candidatus_Adlerbacteria	10	3	6	0	9	0	15	0	0	16	0	0	5	21	20	0	0	7	6	0	2
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Jorgensenbacteria;f__Candidatus_Jorgensenbacteria;g__Candidatus_Jorgensenbacteria;s__Parcubacteria_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Kaiserbacteria;f__Candidatus_Kaiserbacteria;g__Candidatus_Kaiserbacteria;s__groundwater_metagenome	0	0	4	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Kaiserbacteria;f__Candidatus_Kaiserbacteria;g__Candidatus_Kaiserbacteria;s__metagenome	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Kaiserbacteria;f__Candidatus_Kaiserbacteria;g__Candidatus_Kaiserbacteria;s__unclassified_Candidatus_Kaiserbacteria	0	0	0	0	6	7	0	3	0	0	10	1	0	12	0	0	0	0	3	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Kaiserbacteria;f__Candidatus_Kaiserbacteria;g__Candidatus_Kaiserbacteria;s__uncultured_bacterium	7	0	21	9	20	0	16	17	12	15	24	7	0	24	11	7	5	17	5	7	8
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Kaiserbacteria;f__Candidatus_Kaiserbacteria;g__Candidatus_Kaiserbacteria;s__uncultured_Parcubacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Liptonbacteria;f__Candidatus_Liptonbacteria;g__Candidatus_Liptonbacteria;s__Candidatus_Liptonbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Liptonbacteria;f__Candidatus_Liptonbacteria;g__Candidatus_Liptonbacteria;s__Parcubacteria_group	0	0	2	3	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Nomurabacteria;f__Candidatus_Nomurabacteria;g__Candidatus_Nomurabacteria;s__unclassified_Candidatus_Nomurabacteria	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Nomurabacteria;f__Candidatus_Nomurabacteria;g__Candidatus_Nomurabacteria;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Staskawiczbacteria;f__Candidatus_Staskawiczbacteria;g__Candidatus_Staskawiczbacteria;s__unclassified_Candidatus_Staskawiczbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Staskawiczbacteria;f__Candidatus_Staskawiczbacteria;g__Candidatus_Staskawiczbacteria;s__uncultured_soil	0	0	0	0	0	0	0	2	0	3	1	4	0	0	4	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Terrybacteria;f__Candidatus_Terrybacteria;g__Candidatus_Terrybacteria;s__uncultured_bacterium	0	0	0	0	0	0	0	4	2	0	3	3	0	0	0	0	0	4	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Yanofskybacteria;f__Candidatus_Yanofskybacteria;g__Candidatus_Yanofskybacteria;s__Candidatus_Yanofskybacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Yanofskybacteria;f__Candidatus_Yanofskybacteria;g__Candidatus_Yanofskybacteria;s__unclassified_Candidatus_Yanofskybacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Yanofskybacteria;f__Candidatus_Yanofskybacteria;g__Candidatus_Yanofskybacteria;s__uncultured_bacterium	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Yanofskybacteria;f__Candidatus_Yanofskybacteria;g__Candidatus_Yanofskybacteria;s__uncultured_deep-sea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Parcubacteria;f__Parcubacteria;g__Parcubacteria;s__uncultured_bacterium	29	23	28	41	48	13	35	40	42	48	41	27	8	36	28	35	23	23	54	34	21
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__unclassified_Parcubacteria;f__unclassified_Parcubacteria;g__unclassified_Parcubacteria;s__unclassified_Parcubacteria	0	0	0	6	0	0	0	10	0	3	1	3	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonadaceae;s__uncultured_bacterium	11	4	7	0	12	8	15	0	10	0	0	13	0	12	0	12	0	3	16	0	13
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales;s__metal-contaminated_soil	2	0	2	0	6	3	0	3	3	0	0	0	0	2	0	0	0	0	2	0	0
