	taxonomy
ASV_9339	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9341	d__Bacteria; p__Rokubacteria; c__NC10; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium
ASV_9342	d__Bacteria; p__Acidobacteria; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7; s__unclassified_Subgroup_7
ASV_9343	d__Bacteria; p__Acidobacteria; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7; s__unclassified_Subgroup_7
ASV_9344	d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30-KF-CM45; g__JG30-KF-CM45; s__unclassified_JG30-KF-CM45
ASV_9345	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadales; g__Saccharimonadales; s__uncultured_bacterium
ASV_9346	d__Bacteria; p__Latescibacteria; c__Latescibacteria; o__Latescibacteria; f__Latescibacteria; g__Latescibacteria; s__uncultured_soil
ASV_9347	d__Bacteria; p__Planctomycetes; c__Pla3_lineage; o__Pla3_lineage; f__Pla3_lineage; g__Pla3_lineage; s__uncultured_bacterium
ASV_9348	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MBNT15; f__MBNT15; g__MBNT15; s__uncultured_Myxococcales
ASV_9349	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__unclassified_Rhizobiales; g__unclassified_Rhizobiales; s__unclassified_Rhizobiales
ASV_9350	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured; s__unclassified_uncultured
ASV_9351	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__uncultured; f__uncultured; g__uncultured; s__metagenome
ASV_9352	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__Nordella; s__uncultured_bacterium
ASV_9353	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9354	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__Acidobacteria_bacterium
ASV_9355	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9356	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9357	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__Acidobacteria_bacterium
ASV_9358	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9359	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__SC-I-84; g__SC-I-84; s__uncultured_Burkholderiales
ASV_9360	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__SC-I-84; g__SC-I-84; s__uncultured_Nitrosomonadaceae
ASV_9361	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__uncultured; f__uncultured; g__uncultured; s__uncultured_soil
ASV_9362	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__uncultured; s__unclassified_uncultured
ASV_9363	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__uncultured; g__uncultured; s__unclassified_uncultured
ASV_9364	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured_soil
ASV_9365	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__unclassified_RB41
ASV_9366	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__unclassified_RB41
ASV_9367	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__uncultured; s__unclassified_uncultured
ASV_9368	d__Bacteria; p__Acidobacteria; c__Subgroup_22; o__Subgroup_22; f__Subgroup_22; g__Subgroup_22; s__unclassified_Subgroup_22
ASV_9369	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__uncultured_Nitrospira
ASV_9370	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Crossiella; s__unclassified_Crossiella
ASV_9371	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__uncultured; s__uncultured_Xanthomonadaceae
ASV_9372	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter; s__unclassified_Acidibacter
ASV_9373	d__Bacteria; p__Rokubacteria; c__NC10; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium
ASV_9374	d__Bacteria; p__Acidobacteria; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7; s__uncultured_Acidobacteria
ASV_9375	d__Bacteria; p__Elusimicrobia; c__Lineage_IIc; o__Lineage_IIc; f__Lineage_IIc; g__Lineage_IIc; s__uncultured_bacterium
ASV_9376	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__uncultured; s__uncultured_Sphingobacteriaceae
ASV_9377	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus; s__unclassified_Geobacillus
ASV_9378	d__Bacteria; p__WPS-2; c__WPS-2; o__WPS-2; f__WPS-2; g__WPS-2; s__unclassified_WPS-2
ASV_9379	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__metagenome
ASV_9380	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__uncultured; s__uncultured_gamma
ASV_9381	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Arenimonas; s__unclassified_Arenimonas
ASV_9382	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodoplanes; s__unclassified_Rhodoplanes
ASV_9383	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__Myxococcales_bacterium
ASV_9384	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter; s__unclassified_Steroidobacter
ASV_9385	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Iamiaceae; g__Iamia; s__unclassified_Iamia
ASV_9386	d__Bacteria; p__Acidobacteria; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7; s__uncultured_Acidobacteria
ASV_9387	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__B1-7BS; g__B1-7BS; s__unclassified_B1-7BS
ASV_9388	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__IMCC26256; f__IMCC26256; g__IMCC26256; s__metagenome
ASV_9389	d__Bacteria; p__Armatimonadetes; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__Fimbriimonadaceae; s__uncultured_bacterium
ASV_9390	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__uncultured; s__uncultured_Niastella
ASV_9391	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__37-13; g__37-13; s__unclassified_37-13
ASV_9392	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__uncultured; s__metagenome
ASV_9393	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__IMCC26256; f__IMCC26256; g__IMCC26256; s__uncultured_bacterium
ASV_9394	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__unclassified_uncultured
ASV_9395	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__uncultured_bacterium
ASV_9396	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__uncultured_bacterium
ASV_9397	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__Oligoflexaceae; g__uncultured; s__unclassified_uncultured
ASV_9398	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__unclassified_Gaiella
ASV_9399	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9400	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__P3OB-42; g__P3OB-42; s__uncultured_bacterium
ASV_9401	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__11-24; f__11-24; g__11-24; s__metagenome
ASV_9402	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Pacebacteria; f__Candidatus_Pacebacteria; g__Candidatus_Pacebacteria; s__Candidatus_Pacebacteria
ASV_9403	d__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__Chthonomonas; s__uncultured_bacterium
ASV_9404	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02; s__uncultured_bacterium
ASV_9405	d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__C0119; f__C0119; g__C0119; s__uncultured_bacterium
ASV_9406	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__AKYH767; g__AKYH767; s__metagenome
ASV_9407	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Chitinophaga; s__unclassified_Chitinophaga
ASV_9408	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__unclassified_Pedobacter
ASV_9409	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__unclassified_uncultured
ASV_9410	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadales; g__Saccharimonadales; s__unclassified_Saccharimonadales
ASV_9411	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9412	d__Bacteria; p__Chlamydiae; c__Chlamydiae; o__Chlamydiales; f__cvE6; g__cvE6; s__uncultured_bacterium
ASV_9413	d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter; s__metagenome
ASV_9414	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__metagenome
ASV_9415	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__unclassified_Flavobacterium
ASV_9416	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Galbitalea; s__unclassified_Galbitalea
ASV_9417	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__unclassified_Gemmatimonadaceae; s__unclassified_Gemmatimonadaceae
ASV_9418	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__bacteriap25; g__bacteriap25; s__unclassified_bacteriap25
ASV_9419	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__unclassified_Rhizobiales; g__unclassified_Rhizobiales; s__unclassified_Rhizobiales
ASV_9420	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__unclassified_Nocardioides
ASV_9421	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Salinisphaerales; f__Solimonadaceae; g__uncultured; s__uncultured_bacterium
ASV_9422	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquicella; s__unclassified_Aquicella
ASV_9423	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__JTB23; f__JTB23; g__JTB23; s__metagenome
ASV_9424	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquicella; s__unclassified_Aquicella
ASV_9425	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquicella; s__uncultured_bacterium
ASV_9426	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__uncultured_soil
ASV_9427	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__SM2D12; g__SM2D12; s__unclassified_SM2D12
ASV_9428	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__CL500-29_marine_group; s__metagenome
ASV_9429	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__uncultured; s__metagenome
ASV_9430	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__uncultured_bacterium
ASV_9431	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__metagenome
ASV_9432	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__metagenome
ASV_9433	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9434	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9435	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9436	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9437	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9438	d__Bacteria; p__Acidobacteria; c__Subgroup_22; o__Subgroup_22; f__Subgroup_22; g__Subgroup_22; s__uncultured_bacterium
ASV_9439	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__DS-100; f__DS-100; g__DS-100; s__unclassified_DS-100
ASV_9440	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_bacterium
ASV_9441	d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__unclassified_Opitutus
ASV_9442	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Parcubacteria; f__Parcubacteria; g__Parcubacteria; s__uncultured_bacterium
ASV_9443	d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured; s__uncultured_Chloroflexaceae
ASV_9444	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02; s__uncultured_bacterium
ASV_9445	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavitalea; s__unclassified_Flavitalea
ASV_9446	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__BIrii41; g__BIrii41; s__uncultured_bacterium
ASV_9447	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__unclassified_Gaiella
ASV_9448	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Candidatus_Peribacteria; g__Candidatus_Peribacteria; s__uncultured_bacterium
ASV_9449	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Actinophytocola; s__uncultured_bacterium
ASV_9450	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__uncultured_bacterium
ASV_9451	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__uncultured; s__unclassified_uncultured
ASV_9452	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9453	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__unclassified_Bacillus
ASV_9454	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9455	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadales; g__Saccharimonadales; s__unclassified_Saccharimonadales
ASV_9456	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__unclassified_A4b
ASV_9457	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__metagenome
ASV_9458	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__unclassified_Sphingomonas
ASV_9459	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__unclassified_Xanthobacteraceae; s__unclassified_Xanthobacteraceae
ASV_9460	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium
ASV_9461	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium
ASV_9462	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__metagenome
ASV_9463	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__uncultured_bacterium
ASV_9464	d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Solibacterales; f__Solibacteraceae_(Subgroup_3); g__PAUC26f; s__uncultured_bacterium
ASV_9465	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9466	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9468	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__uncultured; s__metagenome
ASV_9487	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodoplanes; s__unclassified_Rhodoplanes
ASV_9488	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Iamiaceae; g__Iamia; s__unclassified_Iamia
ASV_9489	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadales; g__Saccharimonadales; s__unclassified_Saccharimonadales
ASV_9490	d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaeraceae; s__uncultured_soil
ASV_9491	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Blastocatellales; f__Blastocatellaceae; g__Blastocatella; s__unclassified_Blastocatella
ASV_9492	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__uncultured_Gemmatimonadales
ASV_9493	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__uncultured; s__unclassified_uncultured
ASV_9494	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter; s__unclassified_Steroidobacter
ASV_9495	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium
ASV_9496	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__CL500-29_marine_group; s__metagenome
ASV_9497	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__SWB02; s__unclassified_SWB02
ASV_9498	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_9499	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Massilia; s__unclassified_Massilia
ASV_9500	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__MND1; s__unclassified_MND1
ASV_9501	d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured; s__uncultured_bacterium
ASV_9502	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG-13-54-9; f__RBG-13-54-9; g__RBG-13-54-9; s__uncultured_bacterium
ASV_9503	d__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__JG30-KF-CM66; f__JG30-KF-CM66; g__JG30-KF-CM66; s__unclassified_JG30-KF-CM66
ASV_9504	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__uncultured; s__uncultured_Ohtaekwangia
ASV_9505	d__Bacteria; p__Actinobacteria; c__MB-A2-108; o__MB-A2-108; f__MB-A2-108; g__MB-A2-108; s__uncultured_bacterium
ASV_9506	d__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Gemmatales; f__Gemmataceae; g__uncultured; s__unclassified_uncultured
ASV_9507	d__Bacteria; p__Acidobacteria; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__Thermoanaerobaculaceae; g__Subgroup_10; s__unclassified_Subgroup_10
ASV_9508	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Ellin6055; s__unclassified_Ellin6055
ASV_9509	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__uncultured_prokaryote
